id,ideal weight,ideal size
139395,62.0,31
147536,39.84533333333333,5
15004,30369.161849319447,2114
24122,6182.45776810354,106
139396,62.0,32
147537,34.80533333333332,4
15005,23.372881355932197,1
24123,78.31047619047618,3
16414,56.41935483870968,1
24167,18.08,1
16415,58.41269841269842,1
148126,689.1372197122331,208
148127,689.1372197122331,207
148128,122.22222222222223,88
139397,62.0,33
147538,20.519999999999996,3
15006,17.57035755478662,1
24102,87.66346153846153,2
24124,1164.888978168464,12
139952,38.09247583018074,1
139398,62.0,34
147539,15.333333333333329,2
148157,2.0,1
148158,4.0,1
15007,77.15551710880432,4
148161,31.0,16
148163,2.0,1
139376,2.0,1
24125,339.7248552754435,12
148169,569.9149974900109,120
148170,689.1372197122331,209
148173,58.0,39
148174,58.0,40
139399,62.0,35
147540,13.333333333333329,1
24126,1056.1097573892434,10
139400,62.0,36
147541,35.612549019607854,1
13175,2525.652505009297,17
13176,2296.232984128145,15
24127,18.665071770334926,1
139401,62.0,37
147542,40.652549019607854,2
13180,513.6751341979104,3
131852,16.28032345013477,1
131853,18.18181818181818,1
131854,66.2564935064935,2
131855,179.99435646900267,5
131856,51.98867465082087,2
131857,272.7273110144572,8
131858,39.84415584415585,2
131859,13.272727272727273,1
131860,36.3120184899846,1
131861,443.2288046991916,15
131862,409.8281909967231,14
131863,136.2604906885567,6
131864,112.96028853222249,5
131865,78.11274810095564,4
131866,8.140161725067385,1
131867,484.3666578065362,16
131868,63763.734960980946,3269
15892,64.73936170212768,1
24128,379.5255088702147,13
147543,43.17254901960786,3
139402,62.0,38
24103,78.96394686907018,1
24129,981.2232027673947,8
13188,16.0,1
139403,62.0,39
147544,57.79137254901962,8
15891,64.30000000000001,1
139377,5.0,1
24130,424.9577414123543,14
139404,62.0,40
147545,60.311372549019616,9
24131,6.656126482213439,1
139405,62.0,41
147546,9.912941176470587,3
139406,62.0,42
147547,14.618823529411763,4
24098,281.73983282276123,9
24169,59.34920634920634,3
24072,60.57683982683982,3
24133,459.998677084869,15
139407,120.0,83
24046,68.66121212121213,2
24104,422.04745589463846,16
24134,784.6062136752137,3
139408,121.0,84
24039,132.46753246753246,3
139368,3.0,2
139378,8.0,2
14845,129.62865346388867,7
24135,4804.454110477309,88
148426,110204.42095686684,4578
148427,110204.42095686684,4577
14847,4.229508196721311,1
139409,121.0,85
147550,17.64,4
14848,307.95991271319997,19
132050,6910.49857395824,751
14850,13.35593220338983,1
24136,175.88085695133745,8
24033,140.43553924336535,4
139410,13.0,9
147551,12.6,3
1000428,8980.654483660128,230
24137,760.499376068376,2
139411,122.22222222222223,86
16488,17.142857142857142,1
24138,122.26761904761902,4
139372,7.0,6
147553,10.08,1
24105,57.008403361344534,2
24139,141.45820942342678,6
24040,562.6739130434781,14
132153,40.67737468845195,3
132154,11.09277208529493,1
139379,3.0,1
24140,303.22158730158725,11
148562,4.4083508403361344,1
148563,547.9595588235308,2
148564,557.8584558823543,3
148565,557.8584558823543,4
24141,97.57942154463892,5
24142,357.68825396825395,12
24143,63.160110420979976,3
24031,59.76492937051264,1
130494,17.457142857142856,1
24144,866.2179520976675,29
24041,156.48666062619552,4
140473,6.4324324324324325,1
140474,32.16216216216216,3
140475,25.72972972972973,1
140476,45.02702702702703,4
140477,54.67567567567568,6
140478,0.0,1
140479,14.969325153374234,1
140480,3.7423312883435584,1
140481,69.64500082904992,8
140482,73.38733211739347,10
140483,73.38733211739347,11
24145,25.340234644582466,2
13267,232.04133768126002,61
140491,56.490441661173385,1
140492,66.13909030982204,2
140493,79.0039551746869,3
13270,12.709359605911331,1
14051,317.56095573797177,22
146786,4.2631578947368425,1
24146,909.0464545131265,30
146787,8.526315789473685,2
146789,69.89999999999998,2
135392,232.91803278688542,12
146790,273.30555555555554,11
14052,11.56043956043956,1
146791,33.99999999999999,1
135394,0.0,1
24147,8.352657004830919,1
1000697,10080.998873352677,315
14053,29.166666666666664,1
130514,369.1471951256444,5
24148,4591.519477782265,79
130516,326.38537532189775,4
148778,6.0,1
148779,6.0,2
24042,458.44202898550725,13
14055,120.92580982236157,3
24150,228.67714285714288,9
14056,196.16980146290493,5
24151,260.7104761904762,10
1000805,2333.586374895502,32
14057,75.18620689655172,3
1000809,2333.586374895502,33
24152,155.51992575141,6
148855,1728.3582385984405,81
14058,36.5,2
24153,295.2438095238095,11
24043,401.4057971014493,12
14060,122.07413793103449,5
24155,604.1523293878668,23
24086,11.47826086956522,1
14062,39682.45772904117,2507
24092,7116.784039182274,135
24158,24.888530020703932,2
24073,107.52027796764636,3
1000980,1062.5075940927552,43
24159,4201.760251874064,70
24044,44.20289855072464,1
24160,92.08571428571429,4
124492,320.2622950819674,29
124493,0.0,1
124495,320.2622950819674,27
124496,0.0,1
124497,320.2622950819674,26
124498,0.0,1
124499,87.34426229508202,12
124500,87.34426229508202,9
124501,87.34426229508202,8
124502,87.34426229508202,7
124503,0.0,1
124504,288.7939404342986,10
124505,0.0,1
124506,276.1512702772305,8
124507,0.0,1
124508,269.34367865419387,6
124509,266.4261393871781,5
124510,20.380327868852454,4
124511,20.380327868852454,3
124512,20.380327868852454,2
124513,20.380327868852454,1
24027,648.8749736139564,3
24162,433.35341993493665,13
140917,224.61503442149686,17
140918,101.08494337108596,13
140919,136.3254497001999,15
24163,262.70793650793644,11
24164,71.95999999999998,2
24045,68.16279069767441,2
13365,655.2462689116055,57
13366,649.4684911338278,56
13367,649.4684911338278,55
140982,60.8,2
140983,30.4,1
140984,15.871559633027525,1
140985,17.608695652173914,1
13368,649.4684911338278,54
140987,84.78195488721803,3
140986,77.04712762297899,3
24165,343.25965858041326,14
24166,356.7072776280323,15
15002,22.91666666666667,1
124633,1349.0695417789757,41
124634,5074.5673961584225,132
124635,32.25714285714286,1
124636,27.142857142857146,1
13375,300.90415597030454,32
124637,67.71428571428571,3
124638,19.8,1
124639,135.5285714285714,5
124640,40.79999999999999,1
124642,1282.743665768194,39
124641,159.58571428571426,6
124644,46.0921832884097,1
124643,64.56361185983828,2
124645,150.92789757412396,4
124646,58.74999999999997,1
124648,1077.064690026954,32
124647,184.2921832884097,5
124649,49.53504043126685,1
138751,101.08494337108596,9
124650,73.7921832884097,2
124653,236.6415094339623,7
124654,63.21428571428573,2
124651,139.31293800539083,4
124656,840.0819407008086,26
138752,59.23684210526316,8
124652,52.835040431266854,1
124659,124.60000000000002,4
124660,567.8549865229111,18
124661,59.39999999999999,2
138753,59.23684210526316,7
124662,400.40458221024255,13
124663,16.17142857142857,1
124657,56.40000000000001,1
124666,45.39999999999999,1
138754,59.23684210526316,6
124667,319.2592991913747,10
15009,26.80038572806171,2
124670,198.0691374663073,6
124671,38.05,1
138755,57.0,5
15010,7.523625843780135,1
124672,29.114285714285717,1
124673,54.67857142857143,2
124674,87.58881401617252,3
15011,102.35551710880432,6
124669,80.55,2
24168,503.0429469901167,18
15013,31777.0481883683,2202
124696,465.0766608530205,13
124697,172.76200584007185,6
124698,32.3,1
124699,120.40347035040432,4
124700,35.3125,1
124701,56.72068733153639,2
124702,23.27274258760108,1
124703,82.56504567235697,2
124704,46.32135369871219,1
124705,81.17690925426774,2
124706,156.90115678346808,4
124707,260.5588598647006,6
124708,157.06941449535788,5
124709,66.02436974789916,1
124710,148.1916367175801,4
124711,74.81663671758011,2
124712,391.19585953878413,10
124713,938.9169416697497,26
124714,249.84752620545072,6
124715,122.5356064690027,3
124716,218.59171758011382,6
124717,22.140161725067387,1
124718,67.47040431266846,2
124719,26.105555555555558,1
124720,128.97151542377958,4
124721,37.361111111111114,1
121534,1.0,3
124726,7.005735660847879,2
124727,4.9057356608478795,1
24170,1171.6680169798303,21
1001284,15709.758810165595,422
121535,0.0,2
24171,3615.567529411765,51
24079,0.0,1
13399,109.71089488426948,4
1001314,946.1847593844957,19
13402,384.249791144528,11
24172,98.4047619047619,4
121536,0.0,1
141170,2.9473684210526314,1
141171,18.921052631578945,2
141172,25.362832757569596,4
141173,3.225563909774436,1
141174,0.0,1
141175,25.362832757569596,6
141176,25.362832757569596,7
141177,12.902255639097744,2
141178,12.902255639097744,4
141179,12.902255639097744,1
141180,0.0,1
141181,0.0,1
141182,0.0,1
141183,0.0,3
141184,0.0,2
1001345,257.46666666666704,3
141186,12.902255639097744,6
141185,12.902255639097744,7
121537,6.0,8
24173,233.68782403217708,6
15707,2276.6929368942056,83
1001356,240.30511712313086,123
24174,191.88253968253966,9
121538,6.0,9
24047,309.5217391304348,11
141214,0.0,1
124832,173.9475514343668,35
124833,2.541871921182266,1
124834,175.9475514343668,36
124835,7.625615763546798,2
124836,12.709359605911331,3
124837,188.65691104027812,40
124838,290.91306867574616,50
1001383,110204.42095686684,4579
124840,34.793103448275865,4
124839,295.9968125181107,51
124842,5.083743842364532,2
124843,0.0,1
124844,102.25615763546797,9
1001389,110204.42095686684,4580
124846,10.167487684729064,2
124847,2.541871921182266,1
124848,58.75369458128079,5
124849,48.58620689655172,4
1001394,110204.42095686684,4581
124851,21.751231527093594,2
1001396,110204.42095686684,4582
124852,5.083743842364532,1
1001398,110204.42095686684,4583
124850,38.41871921182266,3
13417,850.482664199674,19
24175,10.2,1
141245,260.3882681564242,7
116670,49.88221744258655,2
116671,123.66666204121279,13
116672,154.99753000763195,15
116669,23.017165059321442,1
116673,17.315492957746482,1
116674,170.3189204190661,16
116675,287.0562686463609,30
116677,20.083743842364534,2
116678,3.0,1
116679,298.90415597030454,31
116680,83.64591688059392,10
116681,66.08866995073892,10
116676,30.167487684729068,3
24176,212.4842041226748,5
116685,12.709359605911331,1
116686,35.58620689655172,4
116687,40.669950738916256,5
116688,17.79310344827586,2
116689,7.625615763546798,1
116690,30.502463054187192,4
116691,25.41871921182266,3
116692,7.625615763546798,1
116693,63.546798029556655,9
133084,1235.9306277056278,51
133085,1174.0972943722943,48
133086,1121.0972943722943,45
133087,1071.0972943722943,42
24177,194.76022222222235,4
59381,481.02651515151507,15
24178,43.895238095238085,2
141323,2.7485380116959064,1
141324,2.7485380116959064,2
141325,8.234499948760162,3
141326,410.85323257266936,8
141327,413.9024129005382,9
141328,2.1666666666666665,1
141329,45.14285714285714,1
24179,170.86022222222235,3
24048,146.3816067653277,3
141340,459.3125996810217,3
141341,459.3125996810217,4
141342,383.245933014355,2
141343,28.775757575757574,2
13441,79.83473389355738,2
124976,75.1076923076923,1
124977,2333.586374895502,31
124978,188.89643134854919,10
124979,2255.513976705457,29
124980,2066.617545356908,18
124981,1968.4136097576238,15
124982,1814.9603002764072,10
124983,1913.148851260307,13
124984,62.511627906976734,2
24180,60.72857142857143,3
24087,992.8578781264007,30
124995,68.51162790697674,1
124996,62.511627906976734,1
124997,34.0,1
1001542,110204.42095686684,4584
1001544,110204.42095686684,4586
24181,2189.729436011621,23
141399,0.0,1
141400,257.46666666666704,2
141401,1.61731843575419,1
141402,260.3882681564242,2
141403,260.3882681564242,3
141404,0.0,3
141405,284.6480446927374,1
141406,294.98137802607073,2
141407,296.59869646182494,3
141408,0.0,1
141409,0.0,2
141410,0.0,1
141411,0.0,2
141412,0.0,3
141413,358.10526315789565,4
141414,358.10526315789565,5
141415,23.15000000000001,1
141416,5.255813953488372,1
141417,47.444444444444436,1
24182,55.97394429469901,2
141425,190.653072011003,5
141426,297.5562550348757,7
141427,341.57415954415956,8
141428,788.9654993313926,31
24074,0.0,1
24183,106.8174603174603,6
24022,533.0315476100768,3
24184,1798.4967967738457,18
24049,8.840579710144928,1
24185,141.26022222222235,1
16272,9.0,1
133296,27.89743589743589,1
133297,337.4098265895954,13
133298,19.75,1
133299,5.27536231884058,1
133300,21.10144927536232,2
133301,39.802536231884055,5
133302,2.875,1
133303,30.342028985507245,1
133304,345.94315992292877,15
24186,121.13566936208443,2
141517,5.0,4
141518,1.0,2
141519,1.0,1
141520,2.0,1
141521,2.0,2
141522,4.0,2
141523,7.0,3
141524,9.0,3
141525,10.0,4
141526,13.0,5
141527,14.0,6
141528,26.0,11
141529,11.0,4
141530,29.0,13
141531,260.245390070922,5
24187,1782.1541394311885,17
1001703,9094.057154903168,881
1004340,329.476705882353,47
24188,763.5607393517982,4
24189,19.533333333333328,1
24050,1365.1350772348653,34
24190,1747.4912023682514,16
1001800,1263.8114586707604,71
133497,240.30511712313086,122
15136,8969.91510563398,862
15137,8960.415105633978,861
15139,24.875,1
24051,215.463768115942,10
125342,2360.5001192393934,35
1001896,8154.31636452099,132
141737,70.17660096238055,4
141738,70.17660096238055,3
141739,69.04481801664411,2
141740,26.602957551527876,1
24195,39.62017982017983,2
141747,15388.764280370438,416
141748,1062.5075940927552,44
141749,1062.5075940927552,42
24196,887.8322866790855,5
15152,7.3672069825436415,1
24197,23.50829170829171,1
24198,584.5432830188679,2
24052,80.96969696969697,2
150040,122.22222222222223,87
117273,595.6808679996212,61
117274,0.0,1
1002014,101.08494337108596,12
1002017,136.3254497001999,16
141866,32.37045666356011,2
141867,16.113699906803355,1
141868,18.966216216216214,1
141869,70.30288909599254,4
141870,56.70110671015844,2
141871,161.63237418452937,7
141872,27.86891891891892,1
141873,167.65433364398885,8
141874,213.9678471575024,10
141875,27.094594594594604,1
141876,285.2667753960858,13
141877,341.7802889095992,15
141878,29.804054054054056,1
141879,29.804054054054056,1
141880,18.493598862019912,1
141881,121.46433675054362,3
141882,51.303883193538354,2
141883,12.994780987884436,1
1002086,0.0,1
24053,87.44685990338162,3
15191,270.1542289879315,9
24088,1135.6507307513216,32
24095,377.2716637369451,12
121031,389.74125826109463,21
121032,396.5427860269516,22
121033,90.25573770491808,2
121034,90.25573770491808,1
121035,0.0,1
121036,0.0,2
121037,0.0,3
121038,90.25573770491808,6
121039,93.16721311475415,7
121040,93.16721311475415,8
122669,90.30245901639344,10
122670,90.30245901639344,9
15208,36.16666666666666,1
122671,90.30245901639344,5
24075,11.714285714285715,3
121572,261.353140578265,13
129189,66.08866995073892,11
122677,84.47950819672131,2
129190,27.960591133004925,4
13587,30372.500832370293,2115
129191,17.79310344827586,3
122678,78.65655737704918,1
13588,30376.757242626703,2116
129192,12.709359605911331,2
122679,0.0,2
122680,0.0,1
129193,7.625615763546798,1
1002261,275.41857291765376,27
122681,0.0,3
129194,35.58620689655173,6
122682,116.00983606557378,8
129195,30.502463054187196,5
16273,12.769230769230768,1
13592,30579.861488107992,2132
129196,22.876847290640395,4
16069,2.9166666666666665,1
122683,116.00983606557378,4
122684,116.00983606557378,3
129197,17.79310344827586,3
133928,2122.902628984749,22
121056,289.7664535233038,11
24096,954.5288458683362,29
122685,113.09836065573771,2
24094,731.8428261384296,24
24083,7116.784039182274,136
122686,83.98360655737706,1
16070,26.000000000000004,1
13598,30953.653897710858,2156
133965,110204.42095686684,4585
142169,26.98861480075901,4
142170,13.223908918406071,3
142171,13.223908918406071,2
142172,9.933586337760909,1
142173,2866.7487866149895,390
142174,2866.7487866149895,391
142175,14.39700262270513,3
142176,14.28235294117647,2
1002348,8651.177777777775,182
16199,5.818272095332671,1
139367,2.0,1
13611,39685.41047933334,2511
13612,39696.141248564105,2512
13613,39696.141248564105,2513
13615,720.2633751241281,13
142284,11.058090068945283,1
13628,314.18669314796364,1
142295,9.0,3
13629,36.84905660377357,1
1004370,0.0,1
125938,93.76078431372568,1
125939,114.61078431372567,2
24082,116.3974709501025,4
24056,17.681159420289855,2
13637,17.454816285998014,2
1004373,275.41857291765376,28
13645,17.454816285998014,1
124841,29.70935960591133,3
24030,268.86795102863874,2
117838,39696.141248564105,2514
117840,53019.99073537784,2966
117842,30393.782883652344,2120
117846,31718.30056437753,2198
117847,31721.580564377527,2199
117848,31724.49723104419,2200
117850,39652.864793058834,2503
134268,22.76861397479954,3
134269,2017.945010542668,140
24057,581.0289855072464,18
139370,4.0,4
150718,3069.652986748181,90
150719,3381.506447727137,107
150720,91.31843971631206,6
1002700,1239.8385808646358,91
126195,139.63048314626093,3
24058,26.825358851674643,1
16280,37.8,1
24089,14.956521739130435,1
150832,38.94117647058823,4
150833,26.0,4
150834,12.0,3
150835,10.0,2
150836,7.0,1
150837,24.176470588235293,3
150838,17.0,2
1002031,101.08494337108596,10
121683,191.51999999999998,16
1002033,101.08494337108596,11
24076,8651.177777777775,181
150880,17.894166443671395,5
150881,17.894166443671395,4
150882,15.3991169387209,3
150883,12.904067433770404,2
150884,12.904067433770404,1
24059,153.09003074220465,11
14290,13.467605633802817,4
14248,233.04133768126007,62
129324,692.6842282592416,212
129325,711.480129898586,213
129326,713.2536341720903,214
129327,829.2634702376643,223
129328,829.2634702376643,224
13735,39650.19812639216,2503
24060,1599.19894726936,40
121603,5.8229508196721325,1
139114,232.43520986009335,18
139115,342.27404718693305,19
139116,376.5671506352089,20
1003033,689.1372197122331,211
121604,8.734426229508198,2
139117,383.27767695099834,21
139118,399.7377495462797,22
139119,429.7885662431944,23
134697,109.98113207547176,1
134698,109.98113207547176,2
134699,109.98113207547176,3
134700,256.45283018867934,11
134701,112.96226415094345,5
139120,453.1288566243196,24
139121,463.27949183303105,25
15376,10.178571428571429,1
121605,8.734426229508198,3
139122,469.9900181488205,26
15378,5.666666666666668,1
121685,186.48,10
139124,482.77858439201475,28
139125,487.65335753176066,29
139126,499.6397459165156,30
121606,17.468852459016396,4
139127,508.5871143375682,31
121607,29.11475409836066,5
142949,20.350404312668463,1
142950,92.34177897574124,3
142951,37.39568733153639,1
142952,8.905121293800537,1
142953,21.115363881401613,2
142954,172.4733153638814,7
142955,28.490566037735853,1
142956,28.490566037735853,1
142957,245.73477088948783,10
142958,18.315363881401613,1
142959,6.105121293800537,1
142960,10.175202156334231,1
142961,50.588858939802336,4
134770,16.333333333333332,1
15389,244.4786117836965,15
142964,361.4449236298293,17
142965,302.42875112309076,15
142962,13.473495058400715,2
142963,32.56064690026954,1
142967,64152.4298846108,3287
121608,43.67213114754098,8
121609,8.734426229508196,1
1003167,4605.426962070643,128
1003182,53019.99073537784,2967
121610,8.734426229508196,2
1003184,61716.60241421744,3201
1003185,0.0,1
121686,176.39999999999998,9
1003195,4605.426962070643,128
1003197,4605.426962070643,129
24070,1704.823690946735,44
1003204,61716.60241421744,3202
1003206,2.828025477707006,3
121611,49.49508196721312,9
1003209,8696.611678839647,233
121612,58.22950819672131,10
24062,103.90821256038646,9
121613,66.96393442622951,11
121614,72.78688524590166,12
121615,84.43278688524592,13
121616,90.25573770491805,14
1003333,61716.60241421744,3203
121617,98.99016393442623,15
24063,1377.6234493278885,35
121618,113.54754098360657,16
24090,1211.7375654852156,36
14486,180.94583333333333,11
121619,148.48524590163936,19
14487,57.11764705882352,3
121620,34.937704918032786,2
14488,356.2047619047619,18
121621,26.20327868852459,1
14308,2.917539267015707,1
24077,7128.307848706083,140
135129,13.71794871794872,1
135130,19.205128205128208,1
135131,5.27536231884058,1
135132,10.55072463768116,1
135133,26.48272017837235,2
14489,113.45378151260502,3
24025,187.4130615147564,1
121622,148.48524590163936,20
139369,3.0,3
14490,106.21920950297726,2
121623,165.95409836065573,21
24064,22.458937198067634,3
14491,112.28571428571428,2
16202,41.20634920634921,1
121624,180.5114754098361,22
14492,53.294117647058826,2
121625,186.3344262295082,23
14493,53.294117647058826,2
121626,200.89180327868857,24
14494,50.56872037914692,1
131096,110.96989010989009,2
143482,59.94444444444445,3
143483,47.61111111111112,2
24065,62.154589371980684,7
131098,1280.8306743670748,33
135389,71.30838390811698,8
135390,232.91803278688542,11
135391,0.0,1
1003744,39682.45772904117,2508
135393,232.91803278688542,9
1003746,32029.178757707425,2221
135395,232.91803278688542,7
135396,75.69836065573773,1
135397,157.2196721311477,5
135398,0.0,1
135399,154.30819672131162,3
135400,139.75081967213129,2
135401,139.75081967213129,1
135402,0.0,1
135403,87.34426229508202,5
